step_id,W,q,year,N,n11,n10,n01,n00,anchor_true_count,target_true_count,retention,target_marginal_rate,lift,delta,delta_nonanchor,year_share_of_step_denominator
T_GIVEN_PC,250,0.1,2020,147514,281,2451,7389,137393,2732,7670,0.10285505124450951,0.05199506487519829,1.97816949534323,0.05085998636931122,0.05181970154634261,0.10100772173541502
T_GIVEN_PC,250,0.1,2021,156731,470,4535,6857,144869,5005,7327,0.0939060939060939,0.04674888822249587,2.008734271051727,0.04715720568359803,0.04871278491488607,0.10731890691943362
T_GIVEN_PC,250,0.1,2022,168340,677,5189,7873,154601,5866,8550,0.11541084214115241,0.050790067720090294,2.2723112474902454,0.06462077442106212,0.06695385825449977,0.11526797373089852
T_GIVEN_PC,250,0.1,2023,177739,1288,11192,7756,157503,12480,9044,0.1032051282051282,0.05088359898502861,2.028259208541716,0.05232152922009959,0.05627273723096038,0.12170378034309237
T_GIVEN_PC,250,0.1,2024,183635,207,1612,9290,172526,1819,9497,0.11379879054425508,0.05171672066871784,2.200425492428586,0.062082069875537244,0.06270317739689732,0.1257409668294734
T_GIVEN_PC,250,0.1,2025,188429,1356,11242,7858,167973,12598,9214,0.10763613271947928,0.048899054816403,2.201190454981415,0.05873707790307628,0.06294549227496153,0.1290235774155844
T_GIVEN_PC,250,0.1,2026,90825,65,561,4127,86072,626,4192,0.10383386581469649,0.046154693091109276,2.2496924767699924,0.05767917272358721,0.05807947829377053,0.06219088579130841
T_GIVEN_PC,250,0.2,2017,78284,1181,2892,10681,63530,4073,11862,0.2899582617235453,0.15152521588063972,1.9135974170263041,0.13843304584290556,0.14603081161507078,0.053603647710286674
T_GIVEN_PC,250,0.2,2018,128438,1788,4496,18591,103563,6284,20379,0.28453214513049013,0.15866799545305907,1.79325480427253,0.12586414967743106,0.13233901187247157,0.08794575270315518
T_GIVEN_PC,250,0.2,2019,140488,4700,14840,15193,105755,19540,19893,0.240532241555783,0.14159928250099652,1.6986826296530864,0.0989329590547865,0.11491627436327054,0.09619678682135244
T_GIVEN_PC,250,0.2,2020,147514,2235,5634,20836,118809,7869,23071,0.28402592451391534,0.15639871469826594,1.8160374595269257,0.1276272098156494,0.13481900697300803,0.10100772173541502
T_GIVEN_PC,250,0.2,2021,156731,3030,10134,18800,124767,13164,21830,0.2301731996353692,0.1392832305032189,1.6525550046748076,0.0908899691321503,0.09922388677099228,0.10731890691943362
T_GIVEN_PC,250,0.2,2022,168340,4460,11687,20579,131614,16147,25039,0.27621229949835885,0.14874064393489367,1.8570062102142149,0.12747165556346518,0.14099583093541573,0.11526797373089852
T_GIVEN_PC,250,0.2,2023,177739,7212,21929,19247,129351,29141,26459,0.2474863594248653,0.148864346035479,1.6624958629508346,0.09862201338938631,0.11796240890063214,0.12170378034309237
T_GIVEN_PC,250,0.2,2024,183635,2058,4430,25547,151600,6488,27605,0.31720098643649813,0.15032537370327007,2.110096111004033,0.16687561273322807,0.1729874236891753,0.1257409668294734
T_GIVEN_PC,250,0.2,2025,188429,7294,20450,20566,140119,27744,27860,0.26290369088811993,0.14785409889135961,1.7781292020946715,0.11504959199676032,0.13491414612663005,0.1290235774155844
T_GIVEN_PC,250,0.2,2026,90825,657,1668,11521,76979,2325,12178,0.28258064516129033,0.1340820258739334,2.1075207009996872,0.14849861928735694,0.15239985420083835,0.06219088579130841
T_GIVEN_PC,250,0.3,2017,78284,3221,4712,16525,53826,7933,19746,0.4060254632547586,0.2522354504113229,1.609708161928265,0.15379001284343569,0.1711318583308769,0.053603647710286674
T_GIVEN_PC,250,0.3,2018,128438,5359,6885,29137,87057,12244,34496,0.43768376347598825,0.2685809495632134,1.6296158167129227,0.16910281391277487,0.18692210624755995,0.08794575270315518
