candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,profile_type,state_name,year,valid_rows,raw_state_days,confirmed_state_days,unique_securities,confirmed_intervals,confirmed_interval_total_duration,step_id,N,n11,n10,n01,n00,anchor_true_count,target_true_count,child_true_count,retention,target_marginal_rate,nonanchor_target_rate,lift,delta,delta_nonanchor
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2020,151537,7869,5904,460,730,5026,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2021,160719,13164,10007,545,1158,11394,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2022,171028,16147,12283,641,1419,11884,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2023,179495,29141,23454,719,2306,22542,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2024,186342,6488,4460,428,708,4546,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2025,190241,27744,22578,749,2080,22887,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PC,2026,91647,2325,1702,222,231,1128,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2017,94662,789,175,64,83,175,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2018,133044,1189,234,103,126,234,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2019,144956,3039,579,235,326,583,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2020,151537,1479,287,136,168,283,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2021,160719,2021,397,178,230,399,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2022,171028,2926,637,248,333,639,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2023,179495,4784,1048,382,587,1046,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2024,186342,1352,254,124,143,254,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2025,190241,4792,990,376,525,988,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCT,2026,91647,429,94,48,54,94,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2017,94614,172,40,16,17,40,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2018,133032,353,59,31,33,59,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2019,144933,699,119,67,72,119,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2020,151507,369,66,33,38,66,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2021,160694,500,90,50,56,91,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2022,171009,750,141,60,67,141,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2023,179457,1144,198,100,124,197,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2024,186340,328,55,36,37,55,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2025,190226,801,129,65,70,129,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,state_year,S_PCVT,2026,91647,85,22,12,15,22,,,,,,,,,,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,C_GIVEN_P,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,C_GIVEN_P,78284,4073,5786,7933,60492,9859,12006,4073,0.41312506339385335,0.1533646722190997,0.11593715747168433,2.6937433335602545,0.2597603911747537,0.29718790592216904
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,C_GIVEN_P,128438,6284,7835,17072,97247,14119,23356,6284,0.4450740137403499,0.1818464940282471,0.14933650574270244,2.4475259537927325,0.2632275197121028,0.2957375079976474
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,C_GIVEN_P,140488,19540,22559,14627,83762,42099,34167,19540,0.46414404142616217,0.24320226638574113,0.1486649930378396,1.9084692273795965,0.22094177504042103,0.3154790483883226
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,C_GIVEN_P,147514,7869,9443,18797,111405,17312,26666,7869,0.4545402033271719,0.18076928291551989,0.14436798205864734,2.5144769951850456,0.27377092041165196,0.3101722212685245
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,C_GIVEN_P,156731,13164,17262,20261,106044,30426,33425,13164,0.43265628081246305,0.21326348967338943,0.16041328530145282,2.0287405100379403,0.21939279113907362,0.2722429955110102
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,C_GIVEN_P,168340,16147,19551,21517,111125,35698,37664,16147,0.4523222589500812,0.22373767375549483,0.16221860345893457,2.0216633674505275,0.22858458519458638,0.29010365549114664
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,C_GIVEN_P,177739,29141,31762,20762,96074,60903,49903,29141,0.47848217657586656,0.2807656170002082,0.17770207812660482,1.7042050294054052,0.19771655957565837,0.30078009844926173
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,C_GIVEN_P,183635,6488,8816,23051,145280,15304,29539,6488,0.4239414532148458,0.16085713507773572,0.13693853182123317,2.635515378350933,0.2630843181371101,0.2870029213936126
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,C_GIVEN_P,188429,27744,28016,22899,109770,55760,50643,27744,0.4975609756097561,0.26876436217355076,0.17260249191597132,1.851290742514676,0.22879661343620533,0.32495848369378477
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,C_GIVEN_P,90825,2325,4239,9699,74562,6564,12024,2325,0.35420475319926875,0.1323864574731627,0.11510663296186847,2.675536153470025,0.22181829572610606,0.2390981202374003
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,T_GIVEN_PC,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,T_GIVEN_PC,78284,789,3284,7037,67174,4073,7826,789,0.19371470660446846,0.099969342394359,0.09482421743407311,1.937741131078994,0.09374536421010946,0.09889048917039535
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,T_GIVEN_PC,128438,1189,5095,12246,109908,6284,13435,1189,0.1892106938255888,0.10460299911241222,0.10025050346284199,1.8088457829230349,0.08460769471317658,0.08896019036274681
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,T_GIVEN_PC,140488,3039,16501,9903,111045,19540,12942,3039,0.15552712384851586,0.09212174705312909,0.08187816251612264,1.6882780540279938,0.06340537679538677,0.07364896133239322
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,T_GIVEN_PC,147514,1479,6390,13619,126026,7869,15098,1479,0.18795272588638964,0.10234960749488184,0.09752586916824806,1.836379547384083,0.0856031183915078,0.09042685671814159
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,T_GIVEN_PC,156731,2021,11143,12261,131306,13164,14282,2021,0.1535247645092677,0.09112428300719067,0.08540263431011305,1.6847843345681301,0.062400481502077026,0.06812213019915464
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,T_GIVEN_PC,168340,2926,13221,13577,138616,16147,16503,2926,0.18121013191304886,0.09803374123797078,0.08920909634477275,1.8484465616095644,0.08317639067507808,0.0920010355682761
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,T_GIVEN_PC,177739,4784,24357,12517,136081,29141,17301,4784,0.16416732438831885,0.09733935714727775,0.08423397353934776,1.6865462152161959,0.0668279672410411,0.07993335084897109
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,T_GIVEN_PC,183635,1352,5136,16916,160231,6488,18268,1352,0.20838471023427868,0.09947994663326708,0.0954913151224689,2.094740872775989,0.1089047636010116,0.11289339511180978
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,T_GIVEN_PC,188429,4792,22952,13165,147520,27744,17957,4792,0.17272202998846597,0.09529849439311358,0.08193048511062016,1.8124318866568279,0.0774235355953524,0.09079154487784581
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,T_GIVEN_PC,90825,429,1896,7628,80872,2325,8057,429,0.18451612903225806,0.08870905587668594,0.08619209039548023,2.0800145735825786,0.09580707315557212,0.09832403863677783
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,V_GIVEN_PCT,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,V_GIVEN_PCT,68321,172,569,10299,57281,741,10471,172,0.2321187584345479,0.15326180822880228,0.1523971589227582,1.5145244671002527,0.07885695020574562,0.0797215995117897
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,V_GIVEN_PCT,127605,353,824,22251,104177,1177,22604,353,0.29991503823279525,0.17714039418518082,0.17599740563799157,1.6930923046228916,0.12277464404761443,0.12391763259480368
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,V_GIVEN_PCT,139621,699,2317,17277,119328,3016,17976,699,0.23176392572944296,0.12874854069230274,0.12647414077083563,1.8001285644342766,0.10301538503714022,0.10528978495860733
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,V_GIVEN_PCT,146536,369,1080,13177,131910,1449,13546,369,0.2546583850931677,0.09244144783534422,0.09082136924741707,2.754807405729545,0.16221693725782346,0.1638370158457506
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,V_GIVEN_PCT,155197,500,1496,17658,135543,1996,18158,500,0.250501002004008,0.11699968427224754,0.11526034425362759,2.1410399828183735,0.13350131773176044,0.1352406577503804
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,V_GIVEN_PCT,167224,750,2157,28984,135333,2907,29734,750,0.2579979360165119,0.17780940534851455,0.1763907568906443,1.4509802533270058,0.08018853066799733,0.0816071791258676
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,V_GIVEN_PCT,176344,1144,3602,28816,142782,4746,29960,1144,0.24104509060261273,0.16989520482692919,0.1679273651208056,1.4187868977712663,0.07114988577568354,0.07311772548180712
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2024,,,,,,,V_GIVEN_PCT,182973,328,1022,18000,163623,1350,18328,328,0.24296296296296296,0.10016778431790482,0.09910639071042765,2.42555992046171,0.14279517864505814,0.14385657225253531
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2025,,,,,,,V_GIVEN_PCT,187950,801,3976,18951,164222,4777,19752,801,0.1676784592840695,0.10509177972865123,0.10345957100664399,1.5955430550040939,0.06258667955541826,0.0642188882774255
W250_K3_P20_C20_T15_V20,250,3,0.2,0.2,0.15,0.2,T,0.15,diagnostic_nonbaseline,interlayer_year,,2026,,,,,,,V_GIVEN_PCT,90641,85,344,6414,83798,429,6499,85,0.19813519813519814,0.0717004446111583,0.07109918857801623,2.7633747490648553,0.12643475352403982,0.12703600955718192
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2017,102812,18009,14884,456,1205,15523,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2018,133466,14541,11466,499,1156,13357,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2019,145862,43005,36744,607,2470,35949,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2020,152011,17786,14463,571,1240,12988,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2021,161626,31333,26272,645,1929,29118,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2022,171743,36413,29620,707,2499,32567,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2023,180049,61457,53104,757,3408,47991,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2024,186537,15499,11801,608,1314,11930,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2025,190479,55998,48593,779,3036,49827,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_P,2026,91702,6619,5394,418,454,3091,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2017,94662,4073,2983,240,395,2984,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2018,133044,6284,4550,358,637,5029,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2019,144956,19540,15092,569,1781,15593,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2020,151537,7869,5904,460,730,5026,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2021,160719,13164,10007,545,1158,11394,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2022,171028,16147,12283,641,1419,11884,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2023,179495,29141,23454,719,2306,22542,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2024,186342,6488,4460,428,708,4546,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2025,190241,27744,22578,749,2080,22887,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PC,2026,91647,2325,1702,222,231,1128,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2017,94662,1517,626,137,220,626,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2018,133044,2409,948,236,368,950,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2019,144956,6320,2425,459,977,2460,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2020,151537,2883,1109,276,404,1077,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2021,160719,4143,1502,369,632,1537,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2022,171028,5809,2351,452,894,2354,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2023,179495,9542,3873,601,1467,3841,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2024,186342,2717,1012,256,392,1012,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2025,190241,9828,4157,629,1464,4166,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCT,2026,91647,851,325,116,140,305,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2016,0,0,0,0,0,0,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2017,94554,311,111,33,41,111,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2018,133019,694,234,99,106,235,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2019,144909,1425,485,169,214,485,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2020,151488,703,244,82,102,243,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2021,160669,1012,320,113,150,331,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2022,170994,1530,562,159,213,559,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2023,179417,2382,797,252,355,795,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2024,186337,676,238,79,97,232,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2025,190217,1593,548,185,231,549,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,state_year,S_PCVT,2026,91643,156,61,22,30,60,,,,,,,,,,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2016,,,,,,,C_GIVEN_P,0,0,0,0,0,0,0,0,,,,,,
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2017,,,,,,,C_GIVEN_P,78284,4073,5786,7933,60492,9859,12006,4073,0.41312506339385335,0.1533646722190997,0.11593715747168433,2.6937433335602545,0.2597603911747537,0.29718790592216904
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2018,,,,,,,C_GIVEN_P,128438,6284,7835,17072,97247,14119,23356,6284,0.4450740137403499,0.1818464940282471,0.14933650574270244,2.4475259537927325,0.2632275197121028,0.2957375079976474
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2019,,,,,,,C_GIVEN_P,140488,19540,22559,14627,83762,42099,34167,19540,0.46414404142616217,0.24320226638574113,0.1486649930378396,1.9084692273795965,0.22094177504042103,0.3154790483883226
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2020,,,,,,,C_GIVEN_P,147514,7869,9443,18797,111405,17312,26666,7869,0.4545402033271719,0.18076928291551989,0.14436798205864734,2.5144769951850456,0.27377092041165196,0.3101722212685245
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2021,,,,,,,C_GIVEN_P,156731,13164,17262,20261,106044,30426,33425,13164,0.43265628081246305,0.21326348967338943,0.16041328530145282,2.0287405100379403,0.21939279113907362,0.2722429955110102
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2022,,,,,,,C_GIVEN_P,168340,16147,19551,21517,111125,35698,37664,16147,0.4523222589500812,0.22373767375549483,0.16221860345893457,2.0216633674505275,0.22858458519458638,0.29010365549114664
W250_K3_P20_C20_T25_V20,250,3,0.2,0.2,0.25,0.2,T,0.25,diagnostic_nonbaseline,interlayer_year,,2023,,,,,,,C_GIVEN_P,177739,29141,31762,20762,96074,60903,49903,29141,0.47848217657586656,0.2807656170002082,0.17770207812660482,1.7042050294054052,0.19771655957565837,0.30078009844926173
