candidate_q_vector_id,W,K,qP,qC,qT,qV,changed_layer,changed_q,role,profile_type,step_id,year,N,n11,n10,n01,n00,anchor_true_count,target_true_count,child_true_count,retention,target_marginal_rate,nonanchor_target_rate,lift,delta,delta_nonanchor,evaluable_securities,security_median_delta,security_q25_delta,security_q75_delta,security_median_lift
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,132775,216176,34615,0.26070419883261153,0.14802286734733705,0.1367538684952638,1.7612427289417836,0.11268133148527448,0.12395033033734773,,,,,
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,3471,30839,86605,1321497,34310,90076,3471,0.10116584086272223,0.062448177081166824,0.061504777352777,1.6199967011243939,0.03871766378155541,0.039661063509945235,,,,,
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,,,,,,,,,,787,0.11102678844023411,0.07607528209570925,0.14830038105432844,1.7479674796747968
W250_K3_P20_C20_T20_V10,250,3,0.2,0.2,0.2,0.1,V,0.1,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,3471,30839,86605,1321497,,,,,,,,,,786,0.012206774014454937,-0.033937318053694376,0.07988129462311239,1.2712818077292596
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,132775,216176,34615,0.26070419883261153,0.14802286734733705,0.1367538684952638,1.7612427289417836,0.11268133148527448,0.12395033033734773,,,,,
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,5557,28753,131093,1277009,34310,136650,5557,0.16196444185368697,0.09473714860941257,0.0930990794700952,1.7096191328434711,0.0672272932442744,0.06886536238359177,,,,,
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,,,,,,,,,,787,0.11102678844023411,0.07607528209570925,0.14830038105432844,1.7479674796747968
W250_K3_P20_C20_T20_V15,250,3,0.2,0.2,0.2,0.15,V,0.15,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,5557,28753,131093,1277009,,,,,,,,,,786,0.043031784362624524,-0.025974241489688618,0.1303181559635364,1.4698035411108417
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,132775,216176,34615,0.26070419883261153,0.14802286734733705,0.1367538684952638,1.7612427289417836,0.11268133148527448,0.12395033033734773,,,,,
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,10172,24138,228961,1179141,34310,239133,10172,0.2964733313902652,0.16578689029209406,0.1626025671435734,1.7882797057591184,0.13068644109817115,0.1338707642466918,,,,,
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,,,,,,,,,,787,0.11102678844023411,0.07607528209570925,0.14830038105432844,1.7479674796747968
W250_K3_P20_C20_T20_V25,250,3,0.2,0.2,0.2,0.25,V,0.25,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,10172,24138,228961,1179141,,,,,,,,,,786,0.11484498776663095,0.020135209013654343,0.22679781134350158,1.7048346055979644
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,C_GIVEN_P,,1460423,132775,155269,176618,995761,288044,309393,132775,0.46095388204579857,0.21185163476609173,0.15064923544348713,2.1758334909935626,0.24910224727970684,0.31030464660231144,,,,,
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,132775,216176,34615,0.26070419883261153,0.14802286734733705,0.1367538684952638,1.7612427289417836,0.11268133148527448,0.12395033033734773,,,,,
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,pooled,V_GIVEN_PCT,,1442412,12866,21444,285478,1122624,34310,298344,12866,0.374992713494608,0.2068368815567258,0.20273957426379624,1.8129876580631237,0.1681558319378822,0.17225313923081176,,,,,
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,C_GIVEN_P,,1460423,132775,155269,176618,995761,,,,,,,,,,788,0.24857263416916764,0.19918904011887323,0.2971839249392863,2.160193913277673
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,T_GIVEN_PC,,1460423,34615,98160,181561,1146087,,,,,,,,,,787,0.11102678844023411,0.07607528209570925,0.14830038105432844,1.7479674796747968
W250_K3_P20_C20_T20_V30,250,3,0.2,0.2,0.2,0.3,V,0.3,diagnostic_nonbaseline,security_summary,V_GIVEN_PCT,,1442412,12866,21444,285478,1122624,,,,,,,,,,786,0.15970773222237278,0.04818346455455254,0.27634612175380446,1.7657735978149414
