candidate_cell_id,qualified_event_count,natural_finalized_zone_count,quality_break_zone_count,right_censored_zone_count,component_count_mean,component_count_median,component_count_q90,component_count_q95,component_count_max,bridge_count_mean,bridge_count_median,bridge_count_q90,bridge_count_q95,bridge_count_max,zone_span_days_sum,duration_mean,duration_median,duration_q90,duration_q95,max_zone_span,confirmed_density,bridged_gap_count,bridged_day_count,raw_false_bridged_day_count,preconfirmation_gap_day_count,total_nonconfirmed_gap_day_count,bridged_day_ratio,raw_false_bridged_day_ratio,nonconfirmed_gap_ratio,max_single_gap,merge_ratio,zone_revision_count,top_zone_confirmed_day_share,open_event_ratio,mega_zone_concentration,active_zone_count,gap_pending_zone_count,reentry_pending_zone_count,confirmed_event_coverage,zone_span_coverage,events_per_security_mean,events_per_security_median,events_per_security_q90,events_per_security_max,events_per_year,nonzero_years,max_year_share,duration_q95_ratio
r2_s_pcvt_w250_q20_shared__d1__g1,1002,1000,2,0,1.0209580838323353,1.0,1,1,3,0.020958083832335328,0.0,0,0,2,2205,2.2005988023952097,2.0,4,6,12,0.9714285714285714,21,21,21,42,63,0.009523809523809525,0.009523809523809525,0.02857142857142857,1,0.01996007984031936,21,0.0056022408963585435,0.0,0.04943310657596372,0,0,0,0.0014248027426455034,0.0014667087056644888,1.926923076923077,2.0,4,6,100.2,10,0.22355289421157684,1.2
r2_s_pcvt_w250_q20_shared__d1__g2,984,982,2,0,1.0396341463414633,1.0,1,1,3,0.039634146341463415,0.0,0,0,2,2279,2.3160569105691056,2.0,5,6,18,0.9398859148749451,39,57,57,80,137,0.025010969723562967,0.025010969723562967,0.060114085125054846,2,0.037601626016260166,39,0.006535947712418301,0.0,0.05265467310223782,0,0,0,0.0014248027426455034,0.0015159315828613923,1.8923076923076922,2.0,3,6,98.4,10,0.22560975609756098,1.2
r2_s_pcvt_w250_q20_shared__d2__g0,532,532,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,1651,3.1033834586466167,3.0,5,6,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0072683222289521504,0.0,0.03634161114476075,0,0,0,0.001098202300703887,0.001098202300703887,1.4860335195530727,1.0,3,4,53.2,10,0.21804511278195488,1.2
r2_s_pcvt_w250_q20_shared__d2__g1,525,523,2,0,1.0133333333333334,1.0,1,1,2,0.013333333333333334,0.0,0,0,1,1672,3.184761904761905,3.0,5,7,12,0.9874401913875598,7,7,7,14,21,0.004186602870813397,0.004186602870813397,0.012559808612440191,1,0.013333333333333334,7,0.0072683222289521504,0.0,0.03708133971291866,0,0,0,0.001098202300703887,0.001112170955043549,1.4664804469273742,1.0,3,4,52.5,10,0.21904761904761905,1.4
r2_s_pcvt_w250_q20_shared__d2__g2,519,517,2,0,1.02504816955684,1.0,1,1,3,0.025048169556840076,0.0,0,0,2,1696,3.2678227360308285,3.0,5,7,18,0.9734669811320755,13,19,19,26,45,0.011202830188679245,0.011202830188679245,0.02653301886792453,2,0.023121387283236993,13,0.008479709267110842,0.0,0.045990566037735846,0,0,0,0.001098202300703887,0.001128135131431734,1.4497206703910615,1.0,3,4,51.9,10,0.21965317919075145,1.4
r2_s_pcvt_w250_q20_shared__d3__g0,275,275,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,1137,4.134545454545455,4.0,6,7,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.010554089709762533,0.0,0.029023746701846966,0,0,0,0.0007563028563902603,0.0007563028563902603,1.2168141592920354,1.0,2,3,27.5,10,0.2109090909090909,1.4
r2_s_pcvt_w250_q20_shared__d3__g1,273,271,2,0,1.0073260073260073,1.0,1,1,2,0.007326007326007326,0.0,0,0,1,1143,4.186813186813187,4.0,6,8,12,0.994750656167979,2,2,2,4,6,0.0017497812773403325,0.0017497812773403325,0.005249343832020997,1,0.007326007326007326,2,0.010554089709762533,0.0,0.03062117235345582,0,0,0,0.0007563028563902603,0.0007602939004873065,1.2079646017699115,1.0,2,3,27.3,10,0.2087912087912088,1.6
r2_s_pcvt_w250_q20_shared__d3__g2,272,270,2,0,1.0110294117647058,1.0,1,1,2,0.011029411764705883,0.0,0,0,1,1147,4.216911764705882,4.0,6,8,12,0.99128160418483,3,4,4,6,10,0.0034873583260680036,0.0034873583260680036,0.008718395815170008,2,0.011029411764705883,3,0.010554089709762533,0.0,0.03051438535309503,0,0,0,0.0007563028563902603,0.000762954596552004,1.2035398230088497,1.0,2,3,27.2,10,0.20955882352941177,1.6
r2_s_pcvt_w250_qv30_primary__d1__g0,1673,1673,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,3590,2.14584578601315,2.0,4,5,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.003342618384401114,0.0,0.04763231197771588,0,0,0,0.002387974718065993,0.002387974718065993,2.6140625,2.0,4,8,167.3,10,0.21398684997011358,1.0
r2_s_pcvt_w250_qv30_primary__d1__g1,1624,1621,3,0,1.0301724137931034,1.0,1,1,3,0.03017241379310345,0.0,0,0,2,3737,2.3011083743842367,2.0,5,6,16,0.9606636339309607,49,49,49,98,147,0.013112122023013113,0.013112122023013113,0.039336366069039334,1,0.02894088669950739,49,0.0036211699164345403,0.0,0.05244848809205245,0,0,0,0.002387974718065993,0.002485755298443626,2.5375,2.0,4,7,162.4,10,0.21428571428571427,1.2
r2_s_pcvt_w250_qv30_primary__d1__g2,1591,1588,3,0,1.0515399120050284,1.0,1,1,3,0.051539912005028284,0.0,0,0,2,3874,2.434946574481458,2.0,5,7,18,0.926690758905524,82,115,115,169,284,0.02968508002065049,0.02968508002065049,0.073309241094476,2,0.04902576995600252,82,0.0038997214484679664,0.0,0.053691275167785234,0,0,0,0.002387974718065993,0.0025768841386595146,2.4859375,2.0,4,7,159.1,10,0.21558768070395978,1.4
r2_s_pcvt_w250_qv30_primary__d2__g0,869,869,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,2786,3.205983889528193,3.0,5,7,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.004307250538406317,0.0,0.03553481694185212,0,0,0,0.0018531748090617986,0.0018531748090617986,1.8066528066528067,2.0,3,6,86.9,10,0.20713463751438435,1.4
r2_s_pcvt_w250_qv30_primary__d2__g1,851,848,3,0,1.0211515863689777,1.0,1,1,2,0.021151586368977675,0.0,0,0,1,2840,3.337250293772033,3.0,6,7,16,0.9809859154929578,18,18,18,36,54,0.006338028169014085,0.006338028169014085,0.019014084507042252,1,0.021151586368977675,18,0.00466618808327351,0.0,0.03838028169014084,0,0,0,0.0018531748090617986,0.0018890942059352146,1.7692307692307692,1.0,3,6,85.1,10,0.20681551116333724,1.4
r2_s_pcvt_w250_qv30_primary__d2__g2,840,837,3,0,1.0345238095238096,1.0,1,1,3,0.034523809523809526,0.0,0,0,2,2884,3.433333333333333,3.0,6,8,18,0.9660194174757282,29,40,40,58,98,0.013869625520110958,0.013869625520110958,0.03398058252427184,2,0.03333333333333333,29,0.005025125628140704,0.0,0.04195561719833565,0,0,0,0.0018531748090617986,0.001918361862646887,1.7463617463617465,1.0,3,6,84.0,10,0.20714285714285716,1.6
r2_s_pcvt_w250_qv30_primary__d3__g0,464,464,0,0,1.0,1.0,1,1,1,0.0,0.0,0,0,0,1976,4.258620689655173,4.0,6,8,12,1.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.006072874493927126,0.0,0.029352226720647773,0,0,0,0.0013143838559605578,0.0013143838559605578,1.380952380952381,1.0,2,4,46.4,10,0.1939655172413793,1.6
r2_s_pcvt_w250_qv30_primary__d3__g1,458,456,2,0,1.0131004366812226,1.0,1,1,2,0.013100436681222707,0.0,0,0,1,1994,4.353711790393013,4.0,7,8,16,0.9909729187562688,6,6,6,12,18,0.003009027081243731,0.003009027081243731,0.009027081243731194,1,0.013100436681222707,6,0.006578947368421052,0.0,0.03259779338014042,0,0,0,0.0013143838559605578,0.0013263569882516965,1.3630952380952381,1.0,2,3,45.8,10,0.19213973799126638,1.6
r2_s_pcvt_w250_qv30_primary__d3__g2,456,454,2,0,1.0175438596491229,1.0,1,1,2,0.017543859649122806,0.0,0,0,1,2002,4.390350877192983,4.0,7,9,16,0.987012987012987,8,10,10,16,26,0.004995004995004995,0.004995004995004995,0.012987012987012988,2,0.017543859649122806,8,0.006578947368421052,0.0,0.032467532467532464,0,0,0,0.0013143838559605578,0.0013316783803810914,1.3571428571428572,1.0,2,3,45.6,10,0.19078947368421054,1.8
