transition_path,W,q,K,lag_k,anchor_year,anchor_event_count,control_anchor_count,target_valid_event_count,target_true_event_count,target_valid_control_count,target_true_control_count,observed_probability,baseline_probability,absolute_difference,relative_lift
P_TO_C,500,0.2,not_applicable,20,2025,3454,133770,3433,1189,132032,27505,0.34634430527235655,0.20832071013087736,0.1380235951414792,1.6625534016985923
P_TO_C,500,0.2,not_applicable,20,2026,811,79396,798,174,63195,6551,0.21804511278195488,0.10366326449877364,0.11438184828318124,2.103398092238687
P_TO_C,500,0.3,not_applicable,1,2018,1096,84250,814,354,62426,11075,0.4348894348894349,0.17741005350334796,0.25747938138608695,2.451323509021026
P_TO_C,500,0.3,not_applicable,1,2019,2737,88545,2620,1040,82999,14088,0.3969465648854962,0.16973698478294919,0.227209580102547,2.338597951372182
P_TO_C,500,0.3,not_applicable,1,2020,2155,112749,2118,859,108660,21810,0.40557129367327666,0.2007178354500276,0.20485345822324905,2.02060416187704
P_TO_C,500,0.3,not_applicable,1,2021,2340,115467,2297,949,111820,21277,0.41314758380496297,0.19027901985333573,0.22286856395162724,2.1712723984147653
P_TO_C,500,0.3,not_applicable,1,2022,3652,107324,3581,1396,104726,20447,0.38983524155263893,0.19524282413154326,0.19459241742109568,1.9966687292434913
P_TO_C,500,0.3,not_applicable,1,2023,3663,73789,3615,1332,72369,15176,0.36846473029045645,0.2097030496483301,0.15876168064212637,1.7570785494458383
P_TO_C,500,0.3,not_applicable,1,2024,2916,147137,2881,1230,144453,27045,0.42693509198195073,0.18722352599115283,0.2397115659907979,2.2803495966747542
P_TO_C,500,0.3,not_applicable,1,2025,3827,115953,3796,1599,113841,24281,0.4212328767123288,0.2132887096915874,0.2079441670207414,1.9749422148102722
P_TO_C,500,0.3,not_applicable,1,2026,1114,72930,1105,376,71330,11712,0.3402714932126697,0.1641945885321744,0.1760769046804953,2.072367282347996
P_TO_C,500,0.3,not_applicable,3,2018,1096,84250,826,357,63286,11523,0.4322033898305085,0.18207818474860157,0.25012520508190694,2.3737241802320197
P_TO_C,500,0.3,not_applicable,3,2019,2737,88545,2622,1112,83103,14760,0.4241037376048818,0.1776109165734089,0.24649282103147288,2.387824722640819
P_TO_C,500,0.3,not_applicable,3,2020,2155,112749,2119,867,108706,22463,0.4091552619159981,0.20663992787886593,0.20251533403713218,1.9800397053750831
P_TO_C,500,0.3,not_applicable,3,2021,2340,115467,2298,942,111869,21631,0.40992167101827676,0.19336009082051328,0.21656158019776348,2.119991096812149
P_TO_C,500,0.3,not_applicable,3,2022,3652,107324,3585,1417,104803,21189,0.395258019525802,0.20217932692766427,0.1930786925981377,1.9549873151334478
P_TO_C,500,0.3,not_applicable,3,2023,3663,73789,3617,1435,72405,16049,0.3967376278683992,0.22165596298598164,0.17508166488241758,1.789880238383167
P_TO_C,500,0.3,not_applicable,3,2024,2916,147137,2881,1228,144475,27781,0.426240888580354,0.19228932341235508,0.23395156516799895,2.216664352530386
P_TO_C,500,0.3,not_applicable,3,2025,3827,115953,3796,1647,113901,25133,0.43387776606954687,0.2206565350611496,0.21322123100839727,1.9663037215249852
P_TO_C,500,0.3,not_applicable,3,2026,1114,72930,1106,373,69782,11452,0.337251356238698,0.16411108881946634,0.17314026741923166,2.055018699008804
P_TO_C,500,0.3,not_applicable,5,2018,1096,84250,843,348,64155,12076,0.4128113879003559,0.18823162652949887,0.224579761370857,2.193103228780004
P_TO_C,500,0.3,not_applicable,5,2019,2737,88545,2622,1128,83201,15632,0.4302059496567506,0.18788235718320692,0.24232359247354365,2.289762360375595
P_TO_C,500,0.3,not_applicable,5,2020,2155,112749,2120,822,108759,23267,0.3877358490566038,0.21393172059323826,0.17380412846336554,1.8124280400372705
P_TO_C,500,0.3,not_applicable,5,2021,2340,115467,2302,953,111917,22144,0.41398783666377065,0.19786091478506393,0.21612692187870672,2.092317409496894
P_TO_C,500,0.3,not_applicable,5,2022,3652,107324,3586,1407,104877,22181,0.39235917456776354,0.21149537076766117,0.18086380380010236,1.8551667260783253
P_TO_C,500,0.3,not_applicable,5,2023,3663,73789,3616,1504,72436,17136,0.415929203539823,0.23656745264785467,0.17936175089196832,1.7581843947018334
P_TO_C,500,0.3,not_applicable,5,2024,2916,147137,2884,1179,144492,28639,0.40880721220527044,0.1982047448993716,0.21060246730589885,2.062550078772441
P_TO_C,500,0.3,not_applicable,5,2025,3827,115953,3799,1663,113966,26391,0.43774677546722823,0.23156906445782074,0.2061777110094075,1.8903508397900093
P_TO_C,500,0.3,not_applicable,5,2026,1114,72930,1105,367,68243,11276,0.33212669683257917,0.1652330641970605,0.16689363263551868,2.010049855617746
P_TO_C,500,0.3,not_applicable,10,2018,1096,84250,865,336,66386,13462,0.3884393063583815,0.20278371945892207,0.1856555868994594,1.9155349719140924
P_TO_C,500,0.3,not_applicable,10,2019,2737,88545,2629,1065,83436,17206,0.40509699505515406,0.2062179394985378,0.19887905555661625,1.9644120004313514
P_TO_C,500,0.3,not_applicable,10,2020,2155,112749,2124,754,108902,24781,0.3549905838041431,0.22755321298047787,0.12743737082366524,1.560033273775828
P_TO_C,500,0.3,not_applicable,10,2021,2340,115467,2304,950,112037,23153,0.4123263888888889,0.20665494434874193,0.20567144454014696,1.9952408600157407
P_TO_C,500,0.3,not_applicable,10,2022,3652,107324,3591,1442,105061,24131,0.4015594541910331,0.22968561121634098,0.17187384297469213,1.7483004358196566
P_TO_C,500,0.3,not_applicable,10,2023,3663,73789,3623,1541,72524,19498,0.42533811758211426,0.268848932767084,0.15648918481503027,1.582071065725985
P_TO_C,500,0.3,not_applicable,10,2024,2916,147137,2887,1038,144551,30200,0.3595427779702113,0.2089228023327407,0.1506199756374706,1.7209360297474177
P_TO_C,500,0.3,not_applicable,10,2025,3827,115953,3797,1652,114111,29119,0.43508032657361073,0.2551813585018096,0.1798989680718011,1.7049847572252241
P_TO_C,500,0.3,not_applicable,10,2026,1114,72930,1101,319,64440,10542,0.28973660308810173,0.16359404096834265,0.12614256211975908,1.771070641528863
P_TO_C,500,0.3,not_applicable,20,2018,1096,84250,919,350,70938,16072,0.3808487486398259,0.22656404183935266,0.1542847068004732,1.6809761405557473
P_TO_C,500,0.3,not_applicable,20,2019,2737,88545,2638,1126,83965,19278,0.4268385140257771,0.22959566486035848,0.19724284916541862,1.8590878633766146
P_TO_C,500,0.3,not_applicable,20,2020,2155,112749,2127,752,109201,26276,0.3535496003761166,0.240620507138213,0.1129290932379036,1.4693244752120684
P_TO_C,500,0.3,not_applicable,20,2021,2340,115467,2314,955,112319,24836,0.41270527225583403,0.2211202022810032,0.19158506997483082,1.8664295166090765
P_TO_C,500,0.3,not_applicable,20,2022,3652,107324,3602,1474,105441,27348,0.40921710161021657,0.2593677981051014,0.14984930350511516,1.5777482964342127
P_TO_C,500,0.3,not_applicable,20,2023,3663,73789,3631,1526,72740,21648,0.42026989809969706,0.2976079186142425,0.12266197948545454,1.4121596631454159
P_TO_C,500,0.3,not_applicable,20,2024,2916,147137,2891,816,144702,32408,0.2822552749913525,0.2239637323602991,0.058291542631053406,1.2602722414773726
P_TO_C,500,0.3,not_applicable,20,2025,3827,115953,3802,1722,114325,33264,0.4529195160441873,0.29095998250601357,0.16195953353817372,1.556638518270554
P_TO_C,500,0.3,not_applicable,20,2026,1114,72930,1087,315,56936,8938,0.28978840846366144,0.1569832794716875,0.13280512899197394,1.8459826386537288
P_TO_T,120,0.1,not_applicable,1,2016,1187,31316,1187,69,31316,1149,0.05812973883740522,0.03669050964363265,0.02143922919377257,1.5843262849714377
P_TO_T,120,0.1,not_applicable,1,2017,1865,112085,1865,155,112085,6084,0.08310991957104558,0.054280233751170984,0.028829685819874593,1.5311267809205529
P_TO_T,120,0.1,not_applicable,1,2018,1897,123798,1897,149,123798,6980,0.07854507116499737,0.05638217095591205,0.022162900209085318,1.3930834842527713
P_TO_T,120,0.1,not_applicable,1,2019,3286,122345,3286,270,122345,5829,0.08216676810712112,0.047643957660713554,0.034522810446407565,1.7245999732485389
P_TO_T,120,0.1,not_applicable,1,2020,1806,142963,1806,122,142963,8045,0.06755260243632337,0.05627330148360065,0.01127930095272272,1.2004378747177251
P_TO_T,120,0.1,not_applicable,1,2021,2679,144661,2679,212,144661,7218,0.07913400522583053,0.04989596366677958,0.02923804155905095,1.5859800955907273
P_TO_T,120,0.1,not_applicable,1,2022,3257,150904,3257,285,150904,8112,0.08750383788762665,0.053756030323914544,0.03374780756371211,1.627795753524952
P_TO_T,120,0.1,not_applicable,1,2023,4183,149271,4183,362,149271,7618,0.08654076021993784,0.05103469528575544,0.0355060649341824,1.6957240507732136
P_TO_T,120,0.1,not_applicable,1,2024,2056,175454,2056,216,175454,10101,0.10505836575875487,0.05757064529734289,0.047487720461411975,1.8248599649377861
P_TO_T,120,0.1,not_applicable,1,2025,3807,155513,3807,327,155513,7254,0.08589440504334121,0.04664561805122401,0.0392487869921172,1.8414249533367966
P_TO_T,120,0.1,not_applicable,1,2026,632,87499,632,56,86701,4414,0.08860759493670886,0.05091060080045213,0.03769699413625673,1.740454709698141
P_TO_T,120,0.1,not_applicable,3,2016,1187,31316,1187,84,31316,1242,0.07076663858466722,0.03966023757823477,0.031106401006432458,1.784322104603413
P_TO_T,120,0.1,not_applicable,3,2017,1865,112085,1865,138,112085,6212,0.07399463806970509,0.055422224204844536,0.018572413864860554,1.3351076960790238
P_TO_T,120,0.1,not_applicable,3,2018,1897,123798,1897,159,123798,7136,0.0838165524512388,0.05764228824375192,0.026174264207486878,1.4540809361488873
P_TO_T,120,0.1,not_applicable,3,2019,3286,122345,3286,255,122345,6113,0.0776019476567255,0.04996526216845805,0.02763668548826745,1.5531179921580371
P_TO_T,120,0.1,not_applicable,3,2020,1806,142963,1806,134,142963,8197,0.07419712070874862,0.05733651364339025,0.01686060706535837,1.2940640439044564
P_TO_T,120,0.1,not_applicable,3,2021,2679,144661,2679,207,144661,7375,0.07726763717805152,0.05098125963459398,0.026286377543457536,1.5156086321103879
P_TO_T,120,0.1,not_applicable,3,2022,3257,150904,3257,278,150904,8399,0.08535462081670249,0.05565790171234692,0.02969671910435557,1.533558006872684
P_TO_T,120,0.1,not_applicable,3,2023,4183,149271,4183,311,149271,7946,0.07434855366961511,0.05323204105285018,0.021116512616764928,1.3966880134428792
P_TO_T,120,0.1,not_applicable,3,2024,2056,175454,2056,168,175454,10221,0.08171206225680934,0.05825458524741528,0.02345747700939406,1.402671770981922
P_TO_T,120,0.1,not_applicable,3,2025,3807,155513,3807,286,155513,7578,0.07512477016023116,0.04872904516021169,0.026395725000019465,1.541683608066512
P_TO_T,120,0.1,not_applicable,3,2026,632,87499,632,41,85105,4384,0.06487341772151899,0.05151283708360261,0.013360580637916376,1.2593641001801719
P_TO_T,120,0.1,not_applicable,5,2016,1187,31316,1187,91,31316,1354,0.07666385846672283,0.04323668412313195,0.03342717434359088,1.7731206733706735
P_TO_T,120,0.1,not_applicable,5,2017,1865,112085,1865,135,112085,6400,0.07238605898123325,0.057099522683677566,0.015286536297555685,1.2677174095174264
P_TO_T,120,0.1,not_applicable,5,2018,1897,123798,1897,127,123798,7284,0.06694781233526621,0.05883778413221538,0.008110028203050831,1.137837077358771
P_TO_T,120,0.1,not_applicable,5,2019,3286,122345,3286,238,122345,6342,0.07242848447961046,0.05183701826801259,0.020591466211597874,1.39723477351907
P_TO_T,120,0.1,not_applicable,5,2020,1806,142963,1806,123,142963,8341,0.0681063122923588,0.058343767268454076,0.00976254502390473,1.1673279851639482
P_TO_T,120,0.1,not_applicable,5,2021,2679,144661,2679,187,144661,7564,0.06980216498693542,0.05228776242387374,0.01751440256306168,1.3349617912711615
P_TO_T,120,0.1,not_applicable,5,2022,3257,150904,3257,224,150904,8640,0.06877494626957323,0.05725494354026401,0.011520002729309219,1.2012053810027405
P_TO_T,120,0.1,not_applicable,5,2023,4183,149271,4183,267,149271,8219,0.06382978723404255,0.05506092945046258,0.00876885778357997,1.1592573512851643
P_TO_T,120,0.1,not_applicable,5,2024,2056,175454,2056,140,175454,10362,0.06809338521400778,0.059058214688750325,0.00903517052525745,1.1529875322658292
P_TO_T,120,0.1,not_applicable,5,2025,3807,155513,3807,281,155513,7901,0.07381140005253481,0.05080604193861606,0.023005358113918746,1.4528075251702122
P_TO_T,120,0.1,not_applicable,5,2026,632,87499,632,37,83509,4352,0.058544303797468354,0.052114143385742856,0.006430160411725498,1.1233860904923678
P_TO_T,120,0.1,not_applicable,10,2016,1187,31316,1187,53,31316,1603,0.04465037910699242,0.05118789117384085,-0.006537512066848432,0.8722840125480814
P_TO_T,120,0.1,not_applicable,10,2017,1865,112085,1865,91,112085,6614,0.048793565683646116,0.05900878797341304,-0.010215222289766922,0.8268864241988925
P_TO_T,120,0.1,not_applicable,10,2018,1897,123798,1897,75,123798,7495,0.03953610964681075,0.060542173540768025,-0.021006063893957275,0.6530341964050537
P_TO_T,120,0.1,not_applicable,10,2019,3286,122345,3286,150,122345,6670,0.04564820450395618,0.054517961502309045,-0.008869756998352865,0.837305784113421
P_TO_T,120,0.1,not_applicable,10,2020,1806,142963,1806,88,142963,8587,0.048726467331118496,0.06006449221127145,-0.011338024880152953,0.8112358156584015
P_TO_T,120,0.1,not_applicable,10,2021,2679,144661,2679,138,144661,7797,0.051511758118701005,0.05389842459266837,-0.002386666473967368,0.955719179326588
P_TO_T,120,0.1,not_applicable,10,2022,3257,150904,3257,202,150904,8910,0.062020264046668716,0.05904416052589726,0.0029761035207714545,1.0504047054656
P_TO_T,120,0.1,not_applicable,10,2023,4183,149271,4183,189,149271,8496,0.04518288309825484,0.05691661474767369,-0.01173373164941885,0.7938434725705743
P_TO_T,120,0.1,not_applicable,10,2024,2056,175454,2056,137,175454,10496,0.06663424124513619,0.05982194763299782,0.006812293612138365,1.1138761588628168
P_TO_T,120,0.1,not_applicable,10,2025,3807,155513,3807,234,155513,8372,0.061465721040189124,0.053834727643348144,0.007630993396840979,1.1417485279649942
P_TO_T,120,0.1,not_applicable,10,2026,632,87499,631,25,79522,4265,0.039619651347068144,0.053632956917582554,-0.01401330557051441,0.7387183855619116
P_TO_T,120,0.1,not_applicable,20,2016,1187,31316,1187,60,31316,1674,0.05054759898904802,0.05345510282283816,-0.00290750383379014,0.945608488614712
P_TO_T,120,0.1,not_applicable,20,2017,1865,112085,1865,80,112085,6583,0.04289544235924933,0.05873221216041397,-0.015836769801164642,0.7303563203458091
P_TO_T,120,0.1,not_applicable,20,2018,1897,123798,1897,88,123798,7438,0.04638903531892462,0.06008174607021115,-0.01369271075128653,0.7720986548013216
P_TO_T,120,0.1,not_applicable,20,2019,3286,122345,3286,124,122345,6958,0.03773584905660377,0.05687196043974008,-0.019136111383136305,0.6635229164745888
P_TO_T,120,0.1,not_applicable,20,2020,1806,142963,1806,80,142963,8535,0.044296788482835,0.059700761735553956,-0.015403973252718958,0.7419802896158805
P_TO_T,120,0.1,not_applicable,20,2021,2679,144661,2679,120,144661,7876,0.04479283314669653,0.05444452893316098,-0.009651695786464451,0.8227242300449804
P_TO_T,120,0.1,not_applicable,20,2022,3257,150904,3257,197,150904,8826,0.0604851089960086,0.05848751524147803,0.001997593754530569,1.0341541907923952
P_TO_T,120,0.1,not_applicable,20,2023,4183,149271,4183,205,149271,8340,0.04900788907482668,0.05587153566332375,-0.0068636465884970715,0.8771530707540112
P_TO_T,120,0.1,not_applicable,20,2024,2056,175454,2056,91,175454,10605,0.04426070038910506,0.0604431930876469,-0.016182492698541842,0.7322693942546006
P_TO_T,120,0.1,not_applicable,20,2025,3807,155513,3807,189,155513,8651,0.04964539007092199,0.05562878987608753,-0.005983399805165539,0.8924405902322612
P_TO_T,120,0.1,not_applicable,20,2026,632,87499,627,30,71565,3911,0.04784688995215311,0.0546496192272759,-0.006802729275122793,0.8755210123819579
P_TO_T,120,0.2,not_applicable,1,2016,1143,25010,1143,187,25010,2451,0.16360454943132108,0.09800079968012795,0.06560374975119312,1.6694205553967116
P_TO_T,120,0.2,not_applicable,1,2017,2373,101787,2373,521,101787,14663,0.21955330804888326,0.14405572420839596,0.0754975838404873,1.52408596919946
P_TO_T,120,0.2,not_applicable,1,2018,2861,112467,2861,637,112467,16984,0.22264942327857393,0.151013186090142,0.07163623718843193,1.4743707423381638
P_TO_T,120,0.2,not_applicable,1,2019,3869,104688,3869,793,104688,13175,0.20496252261566297,0.1258501451933364,0.07911237742232657,1.628623648393816
P_TO_T,120,0.2,not_applicable,1,2020,2615,130890,2615,547,130890,19655,0.20917782026768642,0.15016426006570402,0.059013560201982396,1.392993380556473
P_TO_T,120,0.2,not_applicable,1,2021,3518,130193,3518,698,130193,17590,0.198408186469585,0.13510711021329871,0.06330107625628628,1.468525129109419
P_TO_T,120,0.2,not_applicable,1,2022,4365,132666,4365,949,132666,18314,0.21741122565864834,0.13804591982874287,0.07936530582990547,1.5749196059424615
P_TO_T,120,0.2,not_applicable,1,2023,4930,127469,4930,1022,127469,16732,0.20730223123732253,0.13126328754442257,0.07603894369289996,1.579285686922679
P_TO_T,120,0.2,not_applicable,1,2024,3136,163307,3136,757,163307,24654,0.24139030612244897,0.1509671967521294,0.09042310937031955,1.5989586566860865
P_TO_T,120,0.2,not_applicable,1,2025,4251,135855,4251,811,135855,16705,0.19077864031992472,0.12296198152441942,0.0678166587955053,1.5515254223683552
P_TO_T,120,0.2,not_applicable,1,2026,1018,82814,1017,212,82017,10958,0.20845624385447395,0.13360644744382263,0.07484979641065131,1.5602259310286903
P_TO_T,120,0.2,not_applicable,3,2016,1143,25010,1143,198,25010,2761,0.1732283464566929,0.11039584166333466,0.06283250479335825,1.5691564450857987
P_TO_T,120,0.2,not_applicable,3,2017,2373,101787,2373,524,101787,15099,0.22081753055204384,0.14833917887353001,0.07247835167851382,1.4885988464335973
P_TO_T,120,0.2,not_applicable,3,2018,2861,112467,2861,677,112467,17536,0.2366305487591751,0.15592129246801284,0.08070925629116227,1.517628189284794
P_TO_T,120,0.2,not_applicable,3,2019,3869,104688,3869,796,104688,13990,0.2057379167743603,0.13363518263793367,0.07210273413642662,1.5395490372604883
P_TO_T,120,0.2,not_applicable,3,2020,2615,130890,2615,556,130890,20235,0.21261950286806883,0.15459546183818473,0.058024041029884094,1.375328229819695
P_TO_T,120,0.2,not_applicable,3,2021,3518,130193,3518,691,130193,18140,0.19641841955656622,0.1393316076901216,0.057086811866444626,1.409719035133849
P_TO_T,120,0.2,not_applicable,3,2022,4365,132666,4365,921,132666,19049,0.21099656357388316,0.14358614867411393,0.06741041489976923,1.4694771433194806
P_TO_T,120,0.2,not_applicable,3,2023,4930,127469,4930,1038,127469,17755,0.2105476673427992,0.13928876824953518,0.07125889909326402,1.5115911353714035
P_TO_T,120,0.2,not_applicable,3,2024,3136,163307,3136,694,163307,25177,0.22130102040816327,0.154169753899098,0.06713126650906526,1.4354373332722692
P_TO_T,120,0.2,not_applicable,3,2025,4251,135855,4251,830,135855,17577,0.19524817689955304,0.12938058959920504,0.065867587300348,1.5090994522779073
P_TO_T,120,0.2,not_applicable,3,2026,1018,82814,1017,203,80424,10929,0.19960668633235004,0.13589227096389137,0.06371441536845868,1.4688597439466484
P_TO_T,120,0.2,not_applicable,5,2016,1143,25010,1143,204,25010,3042,0.1784776902887139,0.12163134746101559,0.05684634282769832,1.4673658889285783
P_TO_T,120,0.2,not_applicable,5,2017,2373,101787,2373,486,101787,15696,0.20480404551201012,0.15420436794482595,0.05059967756718417,1.3281338800032476
P_TO_T,120,0.2,not_applicable,5,2018,2861,112467,2861,578,112467,18144,0.20202726319468717,0.16132732268131986,0.04069994051336731,1.252281757590216
P_TO_T,120,0.2,not_applicable,5,2019,3869,104688,3869,738,104688,14814,0.1907469630395451,0.14150618982118293,0.04924077321836218,1.3479761081871136
P_TO_T,120,0.2,not_applicable,5,2020,2615,130890,2615,514,130890,20877,0.1965583173996176,0.15950034380013753,0.03705797359948007,1.232337891671981
P_TO_T,120,0.2,not_applicable,5,2021,3518,130193,3518,664,130193,18735,0.18874360432063672,0.14390174586959362,0.044841858451043104,1.3116144156560798
P_TO_T,120,0.2,not_applicable,5,2022,4365,132666,4365,836,132666,19841,0.19152348224513174,0.1495560279197383,0.04196745432539345,1.280613592839708
P_TO_T,120,0.2,not_applicable,5,2023,4930,127469,4930,944,127469,18707,0.19148073022312373,0.1467572507825432,0.04472347944058053,1.304744598322091
P_TO_T,120,0.2,not_applicable,5,2024,3136,163307,3136,624,163307,25726,0.1989795918367347,0.1575315203879809,0.04144807144875379,1.2631097024054123
P_TO_T,120,0.2,not_applicable,5,2025,4251,135855,4251,834,135855,18506,0.1961891319689485,0.1362187626513562,0.05997036931759228,1.4402504335697341
P_TO_T,120,0.2,not_applicable,5,2026,1018,82814,1016,205,78833,10923,0.2017716535433071,0.13855872540687275,0.06321292813643434,1.4562175925825807
P_TO_T,120,0.2,not_applicable,10,2016,1143,25010,1143,169,25010,3729,0.14785651793525809,0.14910035985605757,-0.0012438419207994877,0.9916576866615191
P_TO_T,120,0.2,not_applicable,10,2017,2373,101787,2373,352,101787,16418,0.1483354403708386,0.16129761167929108,-0.01296217130845248,0.9196381696325099
P_TO_T,120,0.2,not_applicable,10,2018,2861,112467,2861,456,112467,19046,0.15938483047885355,0.16934745303066678,-0.009962622551813238,0.9411705202911488
P_TO_T,120,0.2,not_applicable,10,2019,3869,104688,3869,575,104688,16206,0.14861721375032308,0.15480284273269143,-0.006185628982368352,0.9600418902316317
P_TO_T,120,0.2,not_applicable,10,2020,2615,130890,2615,411,130890,21791,0.15717017208413,0.16648330659332264,-0.009313134509192633,0.9440596495843135
P_TO_T,120,0.2,not_applicable,10,2021,3518,130193,3518,523,130193,19767,0.14866401364411597,0.15182843931701398,-0.0031644256728980136,0.9791578857878479
P_TO_T,120,0.2,not_applicable,10,2022,4365,132666,4365,742,132666,20779,0.1699885452462772,0.15662641520811663,0.013362130038160586,1.0853121104789745
P_TO_T,120,0.2,not_applicable,10,2023,4930,127469,4930,695,127469,19874,0.140973630831643,0.15591241792122007,-0.014938787089577077,0.9041847513574871
P_TO_T,120,0.2,not_applicable,10,2024,3136,163307,3136,488,163307,26548,0.1556122448979592,0.16256498496696406,-0.00695274006900487,0.9572310109066982
P_TO_T,120,0.2,not_applicable,10,2025,4251,135855,4251,716,135855,20193,0.1684309574217831,0.14863641382356188,0.01979454359822122,1.1331742544711705
P_TO_T,120,0.2,not_applicable,10,2026,1018,82814,1011,156,74862,10740,0.1543026706231454,0.1434639737116294,0.01083869691151601,1.075549956069824
P_TO_T,120,0.2,not_applicable,20,2016,1143,25010,1143,174,25010,3834,0.15223097112860892,0.1532986805277889,-0.0010677093991799669,0.9930351037888652
P_TO_T,120,0.2,not_applicable,20,2017,2373,101787,2373,314,101787,16574,0.13232195533080487,0.16283022389892618,-0.030508268568121305,0.8126375568514925
P_TO_T,120,0.2,not_applicable,20,2018,2861,112467,2861,394,112467,19250,0.1377140859839217,0.17116131843118426,-0.033447232447262554,0.8045864991352583
P_TO_T,120,0.2,not_applicable,20,2019,3869,104688,3869,540,104688,16905,0.1395709485655208,0.16147982576799633,-0.02190887720247553,0.864324369324297
P_TO_T,120,0.2,not_applicable,20,2020,2615,130890,2615,337,130890,21948,0.12887189292543022,0.16768278707311482,-0.0388108941476846,0.7685457474489503
P_TO_T,120,0.2,not_applicable,20,2021,3518,130193,3518,486,130193,20016,0.1381466742467311,0.15374098453833923,-0.015594310291608127,0.898567643895117
P_TO_T,120,0.2,not_applicable,20,2022,4365,132666,4365,704,132666,20818,0.16128293241695305,0.1569203865346057,0.004362545882347357,1.0278010141237148
P_TO_T,120,0.2,not_applicable,20,2023,4930,127469,4930,705,127469,19751,0.14300202839756593,0.15494747742588394,-0.011945449028318011,0.9229064633592897
P_TO_T,120,0.2,not_applicable,20,2024,3136,163307,3136,396,163307,26889,0.12627551020408162,0.1646530767205325,-0.038377566516450884,0.7669186189481928
P_TO_T,120,0.2,not_applicable,20,2025,4251,135855,4251,609,135855,20857,0.1432604093154552,0.15352397777041699,-0.010263568454961791,0.933146804792212
P_TO_T,120,0.2,not_applicable,20,2026,1018,82814,1001,128,66940,9800,0.12787212787212787,0.14639976097998209,-0.018527633107854213,0.8734449224245142
P_TO_T,120,0.3,not_applicable,1,2016,1040,20379,1040,286,20379,3243,0.275,0.15913440306197557,0.11586559693802445,1.7280989824236819
P_TO_T,120,0.3,not_applicable,1,2017,2895,91050,2895,939,91050,21159,0.3243523316062176,0.23238879736408566,0.09196353424213197,1.3957313574718142
P_TO_T,120,0.3,not_applicable,1,2018,3407,101293,3407,1255,101293,24421,0.36835926034634575,0.24109267175421797,0.12726658859212778,1.527874147588649
P_TO_T,120,0.3,not_applicable,1,2019,4064,89051,4064,1295,89051,17705,0.3186515748031496,0.19881865447889413,0.11983292032425547,1.6027247324368976
P_TO_T,120,0.3,not_applicable,1,2020,3331,117411,3331,1124,117411,28333,0.33743620534374064,0.24131469794141946,0.09612150740232117,1.3983242969545735
P_TO_T,120,0.3,not_applicable,1,2021,4020,116148,4020,1239,116148,25833,0.3082089552238806,0.22241450563074697,0.08579444959313362,1.3857412507778146
P_TO_T,120,0.3,not_applicable,1,2022,4970,115610,4970,1558,115610,25499,0.31348088531187124,0.22056050514661363,0.09292038016525761,1.4212920173695216
P_TO_T,120,0.3,not_applicable,1,2023,5269,108034,5269,1680,108034,23011,0.31884608085025623,0.21299775996445564,0.1058483208858006,1.4969456998208066
P_TO_T,120,0.3,not_applicable,1,2024,3968,150081,3968,1412,150081,36771,0.3558467741935484,0.24500769584424412,0.11083907834930426,1.4523901911218604
P_TO_T,120,0.3,not_applicable,1,2025,4567,118736,4567,1326,118736,24268,0.2903437705276987,0.20438620132057675,0.08595756920712197,1.4205644444279228
P_TO_T,120,0.3,not_applicable,1,2026,1407,77050,1400,425,76263,16712,0.30357142857142855,0.21913640953017846,0.08443501904125009,1.3853080335772412
P_TO_T,120,0.3,not_applicable,3,2016,1040,20379,1040,292,20379,3694,0.28076923076923077,0.18126502772461847,0.0995042030446123,1.5489431927033444
P_TO_T,120,0.3,not_applicable,3,2017,2895,91050,2895,953,91050,21921,0.3291882556131261,0.24075782537067544,0.08843043024245065,1.3673003363703815
P_TO_T,120,0.3,not_applicable,3,2018,3407,101293,3407,1208,101293,25434,0.3545641326680364,0.2510933628187535,0.10347076984928288,1.4120808638178584
P_TO_T,120,0.3,not_applicable,3,2019,4064,89051,4064,1363,89051,18966,0.33538385826771655,0.21297907940393707,0.12240477886377948,1.5747267722555325
P_TO_T,120,0.3,not_applicable,3,2020,3331,117411,3331,1147,117411,29442,0.344341038727109,0.2507601502414595,0.0935808884856495,1.3731888356086066
P_TO_T,120,0.3,not_applicable,3,2021,4020,116148,4020,1269,116148,26814,0.3156716417910448,0.23086062609773736,0.08481101569330743,1.3673689061962508
P_TO_T,120,0.3,not_applicable,3,2022,4970,115610,4970,1610,115610,26550,0.323943661971831,0.2296514142375227,0.0942922477343083,1.4105885785522931
P_TO_T,120,0.3,not_applicable,3,2023,5269,108034,5269,1729,108034,24585,0.3281457582083887,0.22756724734805708,0.10057851086033162,1.4419727005200353
P_TO_T,120,0.3,not_applicable,3,2024,3968,150081,3968,1407,150081,37813,0.3545866935483871,0.25195061333546553,0.10263608021292159,1.4073658676760765
P_TO_T,120,0.3,not_applicable,3,2025,4567,118736,4567,1387,118736,25549,0.3037004598204511,0.21517484166554374,0.08852561815490734,1.4114124935316872
P_TO_T,120,0.3,not_applicable,3,2026,1407,77050,1396,402,74688,16723,0.28796561604584525,0.22390477720651242,0.06406083883933283,1.2861075124817372
P_TO_T,120,0.3,not_applicable,5,2016,1040,20379,1040,306,20379,4128,0.29423076923076924,0.202561460326807,0.09166930890396224,1.4525505925760287
