transition_path,W,q,K,lag_k,anchor_year,anchor_event_count,control_anchor_count,target_valid_event_count,target_true_event_count,target_valid_control_count,target_true_control_count,observed_probability,baseline_probability,absolute_difference,relative_lift
P_TO_PCT,250,0.3,not_applicable,3,2026,940,79313,936,74,76926,198,0.07905982905982906,0.002573902191716715,0.07648592686811234,30.715941465941462
P_TO_PCT,250,0.3,not_applicable,5,2017,1822,74149,1543,151,72945,742,0.09786130913804278,0.010172047432997464,0.08768926170504532,9.62061077503306
P_TO_PCT,250,0.3,not_applicable,5,2018,2366,108279,2321,366,108047,1463,0.15769065058164583,0.013540403713198885,0.14415024686844694,11.64593419234114
P_TO_PCT,250,0.3,not_applicable,5,2019,3578,83799,3536,494,83591,1804,0.13970588235294118,0.021581270710961706,0.11812461164197947,6.4734780553019435
P_TO_PCT,250,0.3,not_applicable,5,2020,2451,120954,2416,364,120790,1434,0.15066225165562913,0.01187184369567017,0.13879040795995895,12.690720625860141
P_TO_PCT,250,0.3,not_applicable,5,2021,3347,113881,3298,429,113668,1641,0.13007883565797454,0.014436780800225217,0.11564205485774932,9.010238325149695
P_TO_PCT,250,0.3,not_applicable,5,2022,4447,112690,4407,579,112495,2283,0.13138189244383935,0.02029423529934664,0.11108765714449272,6.473852821055501
P_TO_PCT,250,0.3,not_applicable,5,2023,4588,92826,4543,663,92663,2554,0.14593880695575612,0.027562241671433042,0.11837656528432308,5.2948816244875605
P_TO_PCT,250,0.3,not_applicable,5,2024,2958,157338,2937,401,157236,1834,0.1365338781069118,0.011663995522653845,0.12486988258425796,11.705583892049283
P_TO_PCT,250,0.3,not_applicable,5,2025,4338,111925,4327,641,111869,2330,0.14813958862953547,0.020827932671249407,0.12731165595828606,7.1125440516727485
P_TO_PCT,250,0.3,not_applicable,5,2026,940,79313,935,78,75348,276,0.08342245989304813,0.003663003663003663,0.07975945623004446,22.77433155080214
P_TO_PCT,250,0.3,not_applicable,10,2017,1822,74149,1602,132,72593,1266,0.08239700374531835,0.017439698042510984,0.06495730570280736,4.7246806420883845
P_TO_PCT,250,0.3,not_applicable,10,2018,2366,108279,2332,302,107976,2488,0.12950257289879932,0.023042157516485143,0.10646041538231418,5.6202451010131655
P_TO_PCT,250,0.3,not_applicable,10,2019,3578,83799,3544,455,83506,3154,0.1283860045146727,0.03776974109644816,0.09061626341822454,3.399176186747704
P_TO_PCT,250,0.3,not_applicable,10,2020,2451,120954,2429,253,120736,2397,0.10415808974886785,0.019853233501192686,0.08430485624767517,5.2464043070168165
P_TO_PCT,250,0.3,not_applicable,10,2021,3347,113881,3308,361,113554,2744,0.10912938331318017,0.024164714585131305,0.08496466872804886,4.516063408434716
P_TO_PCT,250,0.3,not_applicable,10,2022,4447,112690,4419,534,112419,3773,0.1208418194161575,0.033561942376288706,0.0872798770398688,3.600560958639017
P_TO_PCT,250,0.3,not_applicable,10,2023,4588,92826,4559,564,92576,4241,0.12371134020618557,0.04581100933287245,0.07790033087331312,2.70047182997591
P_TO_PCT,250,0.3,not_applicable,10,2024,2958,157338,2939,292,157197,2969,0.09935352160598843,0.018887128889228166,0.08046639271676026,5.260382464094497
P_TO_PCT,250,0.3,not_applicable,10,2025,4338,111925,4331,641,111834,4271,0.14800277072269682,0.038190532396230124,0.1098122383264667,3.875378567314933
P_TO_PCT,250,0.3,not_applicable,10,2026,940,79313,929,43,71424,399,0.04628632938643703,0.005586357526881721,0.04069997185955531,8.285600977686412
P_TO_PCT,250,0.3,not_applicable,20,2017,1822,74149,1682,109,72634,1879,0.06480380499405469,0.025869427540821104,0.03893437745323359,2.505034365054906
P_TO_PCT,250,0.3,not_applicable,20,2018,2366,108279,2348,225,107916,4005,0.09582623509369677,0.03711219837651507,0.0587140367171817,2.582068411078996
P_TO_PCT,250,0.3,not_applicable,20,2019,3578,83799,3555,420,83438,4247,0.11814345991561181,0.05090006951269206,0.06724339040291975,2.321086415926258
P_TO_PCT,250,0.3,not_applicable,20,2020,2451,120954,2437,197,120705,3315,0.0808370947886746,0.027463651050080775,0.05337344373859382,2.943421274952328
P_TO_PCT,250,0.3,not_applicable,20,2021,3347,113881,3321,308,113463,3899,0.09274314965371876,0.03436362514652354,0.05837952450719522,2.698875606350318
P_TO_PCT,250,0.3,not_applicable,20,2022,4447,112690,4426,491,112406,5507,0.11093538183461364,0.04899204668789922,0.06194333514671442,2.2643549174689634
P_TO_PCT,250,0.3,not_applicable,20,2023,4588,92826,4572,459,92569,5424,0.10039370078740158,0.05859412978426903,0.041799571003132543,1.7133747212737789
P_TO_PCT,250,0.3,not_applicable,20,2024,2958,157338,2946,193,157134,3946,0.06551255940257977,0.025112324512836178,0.04040023488974359,2.608781173128477
P_TO_PCT,250,0.3,not_applicable,20,2025,4338,111925,4333,594,111811,6961,0.13708746826678975,0.06225684413876989,0.07483062412801986,2.201966228182449
P_TO_PCT,250,0.3,not_applicable,20,2026,940,79313,919,30,63625,436,0.03264417845484222,0.006852652259332024,0.0257915261955102,4.763729023370038
P_TO_PCT,500,0.1,not_applicable,1,2018,380,92643,312,5,92554,9,0.016025641025641024,9.724052985284267e-05,0.01592840049578818,164.80413105413103
P_TO_PCT,500,0.1,not_applicable,1,2019,1790,117214,1734,35,117153,29,0.020184544405997693,0.0002475395423079221,0.01993700486368977,81.54068726882234
P_TO_PCT,500,0.1,not_applicable,1,2020,1055,134539,1039,31,134517,15,0.029836381135707413,0.00011151006935926315,0.02972487106634815,267.5666987487969
P_TO_PCT,500,0.1,not_applicable,1,2021,1284,138080,1254,23,138052,20,0.018341307814992026,0.00014487294642598442,0.018196434868566043,126.60271132376396
P_TO_PCT,500,0.1,not_applicable,1,2022,1934,143175,1908,44,143141,44,0.023060796645702306,0.00030738921762457996,0.022753407428077726,75.02148846960168
P_TO_PCT,500,0.1,not_applicable,1,2023,3844,123554,3798,90,123509,80,0.023696682464454975,0.000647726076642188,0.023048956387812788,36.58441943127962
P_TO_PCT,500,0.1,not_applicable,1,2024,992,172501,975,29,172483,30,0.029743589743589743,0.00017393018442397222,0.02956965955916577,171.0087863247863
P_TO_PCT,500,0.1,not_applicable,1,2025,2652,154027,2638,59,154013,53,0.022365428354814254,0.0003441267944913741,0.02202130156032288,64.99182485301901
P_TO_PCT,500,0.1,not_applicable,1,2026,505,85272,504,10,84486,9,0.01984126984126984,0.00010652652510475108,0.01973474331616509,186.25661375661375
P_TO_PCT,500,0.1,not_applicable,3,2018,380,92643,325,3,92452,20,0.009230769230769232,0.00021632847315363648,0.009014440757615596,42.67015384615385
P_TO_PCT,500,0.1,not_applicable,3,2019,1790,117214,1742,40,117068,84,0.022962112514351322,0.0007175316909830184,0.022244580823368304,32.00153080750096
P_TO_PCT,500,0.1,not_applicable,3,2020,1055,134539,1045,15,134494,56,0.014354066985645933,0.00041637545169301234,0.01393769153395292,34.473855092276146
P_TO_PCT,500,0.1,not_applicable,3,2021,1284,138080,1256,21,138015,60,0.016719745222929936,0.0004347353548527334,0.016285009868077203,38.45959394904458
P_TO_PCT,500,0.1,not_applicable,3,2022,1934,143175,1916,32,143105,116,0.016701461377870562,0.00081059362006918,0.015890867757801384,20.60398819379454
P_TO_PCT,500,0.1,not_applicable,3,2023,3844,123554,3806,95,123439,235,0.024960588544403573,0.0019037743338815123,0.02305681421052206,13.111106763117586
P_TO_PCT,500,0.1,not_applicable,3,2024,992,172501,978,19,172463,71,0.019427402862985686,0.000411682505812841,0.019015720357172847,47.19025605576198
P_TO_PCT,500,0.1,not_applicable,3,2025,2652,154027,2638,72,153996,160,0.027293404094010616,0.0010389880256630043,0.02625441606834761,26.269219105382867
P_TO_PCT,500,0.1,not_applicable,3,2026,505,85272,504,11,82914,21,0.021825396825396824,0.000253274477169115,0.02157212234822771,86.17290249433105
P_TO_PCT,500,0.1,not_applicable,5,2018,380,92643,346,2,92384,24,0.005780346820809248,0.00025978524419812955,0.0055205615766111184,22.2504816955684
P_TO_PCT,500,0.1,not_applicable,5,2019,1790,117214,1750,36,117004,138,0.02057142857142857,0.001179446856517726,0.019391981714910845,17.4415900621118
P_TO_PCT,500,0.1,not_applicable,5,2020,1055,134539,1047,17,134477,76,0.01623686723973257,0.0005651524052440194,0.01567171483448855,28.7300683657568
P_TO_PCT,500,0.1,not_applicable,5,2021,1284,138080,1266,17,137982,89,0.013428120063191154,0.0006450116681886043,0.01278310839500255,20.818414186058895
P_TO_PCT,500,0.1,not_applicable,5,2022,1934,143175,1920,27,143078,175,0.0140625,0.001223109073372566,0.012839390926627434,11.497339285714286
P_TO_PCT,500,0.1,not_applicable,5,2023,3844,123554,3811,58,123395,350,0.015219102597743374,0.002836419628023826,0.012382682969719548,5.365603328710125
P_TO_PCT,500,0.1,not_applicable,5,2024,992,172501,982,11,172451,106,0.01120162932790224,0.0006146673547848374,0.010586961973117402,18.223888483264805
P_TO_PCT,500,0.1,not_applicable,5,2025,2652,154027,2642,60,153986,276,0.022710068130204392,0.0017923707350018833,0.02091769739520251,12.670407793832078
P_TO_PCT,500,0.1,not_applicable,5,2026,505,85272,504,10,81342,34,0.01984126984126984,0.00041798824715399177,0.019423281594115847,47.46848739495798
P_TO_PCT,500,0.1,not_applicable,10,2018,380,92643,355,2,92315,38,0.005633802816901409,0.0004116340789687483,0.00522216873793266,13.686434395848778
P_TO_PCT,500,0.1,not_applicable,10,2019,1790,117214,1759,21,116930,232,0.011938601478112564,0.00198409304712221,0.009954508430990354,6.017158063946991
P_TO_PCT,500,0.1,not_applicable,10,2020,1055,134539,1050,16,134462,121,0.015238095238095238,0.0008998824946825126,0.014338212743412725,16.933427784336875
P_TO_PCT,500,0.1,not_applicable,10,2021,1284,138080,1270,15,137929,153,0.011811023622047244,0.0011092663616788347,0.01070175726036841,10.64759919715918
P_TO_PCT,500,0.1,not_applicable,10,2022,1934,143175,1924,20,143044,286,0.010395010395010396,0.0019993848046754845,0.008395625590334911,5.19910442987366
P_TO_PCT,500,0.1,not_applicable,10,2023,3844,123554,3821,41,123346,509,0.010730175346767862,0.0041266032137239955,0.006603572133043867,2.6002440242090943
P_TO_PCT,500,0.1,not_applicable,10,2024,992,172501,985,7,172431,153,0.007106598984771574,0.0008873114463176575,0.006219287538453916,8.009137055837563
P_TO_PCT,500,0.1,not_applicable,10,2025,2652,154027,2643,47,153973,448,0.017782822550132426,0.00290960103394751,0.014873221516184917,6.111773518998974
P_TO_PCT,500,0.1,not_applicable,10,2026,505,85272,504,4,77412,37,0.007936507936507936,0.0004779620730636077,0.007458545863444329,16.604890604890603
P_TO_PCT,500,0.1,not_applicable,20,2018,380,92643,363,4,92336,60,0.011019283746556474,0.0006498007277768151,0.010369483018779659,16.957943067033977
P_TO_PCT,500,0.1,not_applicable,20,2019,1790,117214,1776,19,116876,312,0.010698198198198198,0.0026694958759711147,0.008028702322227084,4.007572476322476
P_TO_PCT,500,0.1,not_applicable,20,2020,1055,134539,1055,7,134482,187,0.006635071090047393,0.0013905206644755433,0.00524455042557185,4.7716450819879865
P_TO_PCT,500,0.1,not_applicable,20,2021,1284,138080,1275,10,137896,205,0.00784313725490196,0.0014866276034112664,0.0063565096514906945,5.2757914873266385
P_TO_PCT,500,0.1,not_applicable,20,2022,1934,143175,1927,13,143030,401,0.006746237675142709,0.002803607634761938,0.003942630040380771,2.4062702610365627
P_TO_PCT,500,0.1,not_applicable,20,2023,3844,123554,3837,31,123355,631,0.008079228563982278,0.005115317579344169,0.002963910984638109,1.5794187630903866
P_TO_PCT,500,0.1,not_applicable,20,2024,992,172501,992,10,172428,165,0.010080645161290322,0.0009569211496972649,0.009123724011593058,10.534457478005866
P_TO_PCT,500,0.1,not_applicable,20,2025,2652,154027,2650,28,153952,670,0.010566037735849057,0.004352005819995843,0.0062140319158532145,2.4278546888200507
P_TO_PCT,500,0.1,not_applicable,20,2026,505,85272,504,1,69584,25,0.001984126984126984,0.0003592779949413658,0.0016248489891856183,5.522539682539683
P_TO_PCT,500,0.2,not_applicable,1,2018,710,88888,573,59,88733,53,0.10296684118673648,0.0005972975105090553,0.10236954367622741,172.38786262306957
P_TO_PCT,500,0.2,not_applicable,1,2019,2454,102054,2380,194,101974,171,0.08151260504201681,0.0016768980328318982,0.07983570700918491,48.60916015529019
P_TO_PCT,500,0.2,not_applicable,1,2020,1754,123553,1728,146,123524,133,0.08449074074074074,0.0010767138369871443,0.0834140269037536,78.4709342801448
P_TO_PCT,500,0.2,not_applicable,1,2021,1901,126755,1867,126,126718,139,0.06748794858061061,0.0010969238782177748,0.06639102470239283,61.524732865020255
P_TO_PCT,500,0.2,not_applicable,1,2022,3142,124597,3094,220,124551,205,0.07110536522301228,0.001645912116321828,0.06945945310669045,43.201191921421476
P_TO_PCT,500,0.2,not_applicable,1,2023,3930,94713,3885,334,94667,244,0.08597168597168597,0.0025774557131841083,0.08339423025850187,33.35525244213769
P_TO_PCT,500,0.2,not_applicable,1,2024,2033,161144,2013,160,161124,152,0.07948335817188276,0.000943372806037586,0.07853998536584518,84.25445132951603
P_TO_PCT,500,0.2,not_applicable,1,2025,3454,133770,3435,284,133753,241,0.0826783114992722,0.0018018287440281714,0.08087648275524402,45.88577675502968
P_TO_PCT,500,0.2,not_applicable,1,2026,811,79396,808,55,78606,46,0.06806930693069307,0.000585197058748696,0.06748410987194438,116.3186074042187
P_TO_PCT,500,0.2,not_applicable,3,2018,710,88888,599,43,88520,134,0.07178631051752922,0.0015137821961138725,0.07027252832141535,47.421822440385725
P_TO_PCT,500,0.2,not_applicable,3,2019,2454,102054,2395,194,101870,437,0.08100208768267224,0.004289781093550603,0.07671230658912163,18.882569044013323
P_TO_PCT,500,0.2,not_applicable,3,2020,1754,123553,1731,139,123486,377,0.0803004043905257,0.0030529776654843466,0.07724742672504135,26.302322908669645
P_TO_PCT,500,0.2,not_applicable,3,2021,1901,126755,1874,135,126674,356,0.0720384204909285,0.0028103636105278117,0.06922805688040069,25.633131677718755
P_TO_PCT,500,0.2,not_applicable,3,2022,3142,124597,3103,221,124484,540,0.07122139864647116,0.004337906879598985,0.06688349176687218,16.41837886871725
P_TO_PCT,500,0.2,not_applicable,3,2023,3930,94713,3894,338,94602,789,0.08680020544427323,0.008340204224012177,0.07846000122026106,10.407443644409552
P_TO_PCT,500,0.2,not_applicable,3,2024,2033,161144,2017,140,161100,410,0.06941001487357462,0.0025450031036623215,0.0668650117699123,27.27305706373871
P_TO_PCT,500,0.2,not_applicable,3,2025,3454,133770,3439,297,133724,706,0.08636231462634487,0.0052795309742454605,0.08108278365209941,16.357952069537312
P_TO_PCT,500,0.2,not_applicable,3,2026,811,79396,810,41,77033,109,0.050617283950617285,0.0014149779964430828,0.0492023059541742,35.77248839053121
P_TO_PCT,500,0.2,not_applicable,5,2018,710,88888,629,44,88364,197,0.06995230524642289,0.0022294146937666924,0.06772289055265619,31.376982237537625
P_TO_PCT,500,0.2,not_applicable,5,2019,2454,102054,2408,162,101795,712,0.06727574750830564,0.006994449629156638,0.06028129787914901,9.61844763708985
P_TO_PCT,500,0.2,not_applicable,5,2020,1754,123553,1732,115,123454,584,0.06639722863741339,0.004730506909456153,0.06166672172795724,14.03596483596444
P_TO_PCT,500,0.2,not_applicable,5,2021,1901,126755,1874,106,126644,526,0.05656350053361793,0.004153374814440479,0.05241012571917745,13.618684337603629
P_TO_PCT,500,0.2,not_applicable,5,2022,3142,124597,3109,176,124442,860,0.05660984239305243,0.006910850034554251,0.04969899235849818,8.191444194274686
P_TO_PCT,500,0.2,not_applicable,5,2023,3930,94713,3896,309,94561,1278,0.07931211498973306,0.013515085500364845,0.06579702948936822,5.868413854103402
P_TO_PCT,500,0.2,not_applicable,5,2024,2033,161144,2020,123,161078,637,0.06089108910891089,0.003954605843131898,0.05693648326577899,15.397511540793014
P_TO_PCT,500,0.2,not_applicable,5,2025,3454,133770,3439,264,133702,1163,0.07676650189008433,0.008698448789098144,0.06806805310098618,8.825309403016384
P_TO_PCT,500,0.2,not_applicable,5,2026,811,79396,810,32,75462,148,0.03950617283950617,0.001961252020884684,0.037544920818621486,20.14334334334334
P_TO_PCT,500,0.2,not_applicable,10,2018,710,88888,664,31,88198,340,0.046686746987951805,0.0038549626975668385,0.042831784290384964,12.110816796598156
P_TO_PCT,500,0.2,not_applicable,10,2019,2454,102054,2411,143,101678,1148,0.059311489008710076,0.011290544660595212,0.048020944348114866,5.253199982079812
P_TO_PCT,500,0.2,not_applicable,10,2020,1754,123553,1744,76,123415,843,0.04357798165137615,0.006830612162216911,0.036747369489159236,6.379806174975785
P_TO_PCT,500,0.2,not_applicable,10,2021,1901,126755,1877,102,126580,840,0.05434203516249334,0.006636119450150102,0.04770591571234324,8.188827155795723
P_TO_PCT,500,0.2,not_applicable,10,2022,3142,124597,3121,198,124383,1378,0.06344120474206985,0.011078684386129937,0.05236252035593991,5.72642044225898
P_TO_PCT,500,0.2,not_applicable,10,2023,3930,94713,3910,224,94486,2034,0.05728900255754476,0.02152699870880342,0.03576200384874134,2.6612628788850414
P_TO_PCT,500,0.2,not_applicable,10,2024,2033,161144,2022,85,161042,945,0.0420375865479723,0.005868034425801965,0.03616955212217034,7.163827526834449
P_TO_PCT,500,0.2,not_applicable,10,2025,3454,133770,3447,275,133665,1994,0.07977951842181608,0.014917891744286088,0.06486162667752998,5.347908390096312
P_TO_PCT,500,0.2,not_applicable,10,2026,811,79396,808,13,71546,183,0.01608910891089109,0.0025577949850445867,0.013531313925846503,6.290226153762918
P_TO_PCT,500,0.2,not_applicable,20,2018,710,88888,684,34,88221,577,0.049707602339181284,0.006540392876979404,0.04316720946220188,7.6000942564383225
P_TO_PCT,500,0.2,not_applicable,20,2019,2454,102054,2426,118,101584,1633,0.048639736191261336,0.016075366199401482,0.032564369991859854,3.0257311458990146
P_TO_PCT,500,0.2,not_applicable,20,2020,1754,123553,1747,71,123389,1176,0.040641099026903264,0.009530833380609293,0.03111026564629397,4.264170550876332
P_TO_PCT,500,0.2,not_applicable,20,2021,1901,126755,1887,83,126505,1235,0.04398516163222046,0.0097624599818189,0.03422270165040156,4.505540787274534
P_TO_PCT,500,0.2,not_applicable,20,2022,3142,124597,3132,170,124367,1938,0.05427841634738186,0.015582911865687844,0.03869550448169402,3.4832011382223116
P_TO_PCT,500,0.2,not_applicable,20,2023,3930,94713,3918,211,94428,2554,0.05385400714650332,0.027047062312026093,0.026806944834477226,1.9911222344675081
P_TO_PCT,500,0.2,not_applicable,20,2024,2033,161144,2027,66,161018,1157,0.03256043413912185,0.007185532052317132,0.02537490208680472,4.531388058956891
P_TO_PCT,500,0.2,not_applicable,20,2025,3454,133770,3449,238,133655,3135,0.06900550884314294,0.02345591261082638,0.04554959623231655,2.9419238546827016
P_TO_PCT,500,0.2,not_applicable,20,2026,811,79396,802,13,63773,188,0.016209476309226933,0.002947956031549402,0.013261520277677531,5.49854751419324
P_TO_PCT,500,0.3,not_applicable,1,2018,1096,84250,861,144,83995,134,0.1672473867595819,0.0015953330555390202,0.16565205370404287,104.83540485724687
P_TO_PCT,500,0.3,not_applicable,1,2019,2737,88545,2644,373,88440,326,0.14107413010590014,0.003686114880144731,0.13738801522575542,38.27176707535524
P_TO_PCT,500,0.3,not_applicable,1,2020,2155,112749,2126,302,112712,289,0.14205079962370648,0.0025640570657960112,0.13948674255791046,55.40079490376195
P_TO_PCT,500,0.3,not_applicable,1,2021,2340,115467,2309,313,115428,324,0.13555651797314855,0.0028069445888345983,0.13274957338431395,48.293264680878366
P_TO_PCT,500,0.3,not_applicable,1,2022,3652,107324,3592,450,107268,398,0.1252783964365256,0.0037103329977253236,0.12156806343880028,33.7647312285257
P_TO_PCT,500,0.3,not_applicable,1,2023,3663,73789,3623,488,73746,387,0.1346950041402153,0.005247742250427141,0.12944726188978814,25.667229393602888
P_TO_PCT,500,0.3,not_applicable,1,2024,2916,147137,2885,458,147107,440,0.15875216637781628,0.002991020141801546,0.15576114623601472,53.07626122577595
P_TO_PCT,500,0.3,not_applicable,1,2025,3827,115953,3800,561,115924,479,0.14763157894736842,0.004132017528725717,0.1434995614186427,35.72869135259862
P_TO_PCT,500,0.3,not_applicable,1,2026,1114,72930,1108,124,72137,109,0.11191335740072202,0.0015110137654740286,0.110402343635248,74.06508131023746
P_TO_PCT,500,0.3,not_applicable,3,2018,1096,84250,909,147,83638,361,0.1617161716171617,0.004316219900045434,0.15739995171711627,37.46708355046031
P_TO_PCT,500,0.3,not_applicable,3,2019,2737,88545,2659,368,88304,898,0.13839789394509214,0.010169414749048741,0.1282284791960434,13.609228983215385
P_TO_PCT,500,0.3,not_applicable,3,2020,2155,112749,2130,316,112665,804,0.14835680751173708,0.007136200239648515,0.14122060727208857,20.789328007848084
P_TO_PCT,500,0.3,not_applicable,3,2021,2340,115467,2311,285,115380,788,0.12332323669407183,0.006829606517594037,0.11649363017647779,18.057151078378183
P_TO_PCT,500,0.3,not_applicable,3,2022,3652,107324,3605,465,107189,1078,0.1289875173370319,0.010057002117754621,0.11893051521927728,12.825642853283034
P_TO_PCT,500,0.3,not_applicable,3,2023,3663,73789,3629,529,73686,1214,0.14577018462386332,0.016475314170941564,0.12929487045292176,8.847793924377259
P_TO_PCT,500,0.3,not_applicable,3,2024,2916,147137,2891,391,147065,1123,0.13524731926668973,0.007636079284670044,0.12761123998201968,17.711617994617743
P_TO_PCT,500,0.3,not_applicable,3,2025,3827,115953,3805,600,115888,1384,0.15768725361366623,0.011942565235399697,0.14574468837826654,13.203800900852999
P_TO_PCT,500,0.3,not_applicable,3,2026,1114,72930,1109,105,70561,279,0.09467989179440937,0.003954025594875356,0.09072586619953402,23.945189408262795
P_TO_PCT,500,0.3,not_applicable,5,2018,1096,84250,959,134,83384,600,0.1397288842544317,0.007195625059963543,0.13253325919446815,19.418588807785888
P_TO_PCT,500,0.3,not_applicable,5,2019,2737,88545,2666,353,88206,1480,0.13240810202550637,0.016778903929437906,0.11562919809606848,7.891343950852578
P_TO_PCT,500,0.3,not_applicable,5,2020,2155,112749,2133,291,112629,1273,0.13642756680731363,0.011302595246339753,0.12512497156097388,12.070463803567106
P_TO_PCT,500,0.3,not_applicable,5,2021,2340,115467,2316,292,115336,1180,0.12607944732297063,0.010230977318443505,0.11584847000452712,12.323304352917068
P_TO_PCT,500,0.3,not_applicable,5,2022,3652,107324,3615,407,107144,1723,0.11258644536652836,0.01608116180094079,0.09650528356558757,7.001138770952592
P_TO_PCT,500,0.3,not_applicable,5,2023,3663,73789,3633,551,73637,2016,0.1516652903936141,0.027377541181742873,0.12428774921187122,5.539770331703652
P_TO_PCT,500,0.3,not_applicable,5,2024,2916,147137,2898,377,147035,1679,0.13008971704623878,0.011419049886081546,0.11867066716015724,11.392341599698463
P_TO_PCT,500,0.3,not_applicable,5,2025,3827,115953,3809,600,115866,2299,0.15752165922814387,0.019841886316952342,0.13767977291119154,7.938844962213187
P_TO_PCT,500,0.3,not_applicable,5,2026,1114,72930,1108,98,68994,412,0.08844765342960288,0.005971533756558542,0.08247611967304434,14.81154708913112
P_TO_PCT,500,0.3,not_applicable,10,2018,1096,84250,1002,117,83063,1052,0.11676646706586827,0.012665085537483597,0.10410138152838468,9.219556134878532
P_TO_PCT,500,0.3,not_applicable,10,2019,2737,88545,2689,317,88041,2559,0.11788769059129788,0.029066003339353257,0.08882168725194461,4.0558617301088145
P_TO_PCT,500,0.3,not_applicable,10,2020,2155,112749,2140,209,112570,2139,0.09766355140186916,0.019001510171448875,0.07866204123042028,5.139778392383549
P_TO_PCT,500,0.3,not_applicable,10,2021,2340,115467,2321,253,115250,1967,0.10900473933649289,0.017067245119305855,0.09193749421718704,6.386779973833659
P_TO_PCT,500,0.3,not_applicable,10,2022,3652,107324,3622,409,107098,2974,0.11292103810049696,0.027768959270948104,0.08515207882954885,4.066448331703774
P_TO_PCT,500,0.3,not_applicable,10,2023,3663,73789,3637,475,73558,3483,0.1306021446246907,0.047350390168302565,0.08325175445638813,2.758206303273901
P_TO_PCT,500,0.3,not_applicable,10,2024,2916,147137,2898,278,146999,2749,0.09592822636300898,0.018700807488486317,0.07722741887452265,5.129630173567099
P_TO_PCT,500,0.3,not_applicable,10,2025,3827,115953,3813,550,115827,4147,0.14424337791765016,0.0358033964446977,0.10843998147295246,4.028762414773973
P_TO_PCT,500,0.3,not_applicable,10,2026,1114,72930,1105,56,65115,533,0.05067873303167421,0.008185517929816479,0.04249321510185773,6.191267732377985
P_TO_PCT,500,0.3,not_applicable,20,2018,1096,84250,1046,109,83126,1804,0.10420650095602295,0.02170199456247143,0.08250450639355152,4.801701551258517
P_TO_PCT,500,0.3,not_applicable,20,2019,2737,88545,2695,334,87928,3550,0.12393320964749537,0.040373942316440724,0.08355926733105465,3.0696335937704147
P_TO_PCT,500,0.3,not_applicable,20,2020,2155,112749,2143,190,112558,2981,0.08866075594960336,0.026484123740649266,0.0621766322089541,3.3476945213604345
P_TO_PCT,500,0.3,not_applicable,20,2021,2340,115467,2325,212,115143,2981,0.09118279569892473,0.025889546042746844,0.06529324965617789,3.5219928363506514
P_TO_PCT,500,0.3,not_applicable,20,2022,3652,107324,3629,425,107065,4346,0.11711215210801874,0.04059216363891094,0.0765199884691078,2.885092628956518
P_TO_PCT,500,0.3,not_applicable,20,2023,3663,73789,3647,434,73480,4683,0.11900191938579655,0.06373162765378335,0.0552702917320132,1.8672348999505295
P_TO_PCT,500,0.3,not_applicable,20,2024,2916,147137,2904,187,146988,3677,0.06439393939393939,0.025015647535853267,0.039378291858086126,2.5741464138255
P_TO_PCT,500,0.3,not_applicable,20,2025,3827,115953,3816,554,115810,6623,0.14517819706498952,0.05718849840255591,0.08798969866243361,2.5385908201866885
P_TO_PCT,500,0.3,not_applicable,20,2026,1114,72930,1092,50,57463,615,0.045787545787545784,0.01070253902511181,0.03508500676243397,4.2781947050239735
P_TO_PCVT,120,0.1,not_applicable,1,2016,1187,31316,606,2,30751,0,0.0033003300330033004,0.0,0.0033003300330033004,
P_TO_PCVT,120,0.1,not_applicable,1,2017,1865,112085,1776,9,111985,5,0.005067567567567568,4.4648836897798814e-05,0.005022918730669769,113.4983108108108
P_TO_PCVT,120,0.1,not_applicable,1,2018,1897,123798,1855,11,123749,10,0.005929919137466307,8.080873380794997e-05,0.005849110403658357,73.3821563342318
P_TO_PCVT,120,0.1,not_applicable,1,2019,3286,122345,3249,13,122302,4,0.0040012311480455524,3.2705924678255466e-05,0.003968525223367297,122.33964296706678
P_TO_PCVT,120,0.1,not_applicable,1,2020,1806,142963,1781,6,142929,6,0.003368893879842785,4.197888462103562e-05,0.0033269149952217495,80.2521055586749
P_TO_PCVT,120,0.1,not_applicable,1,2021,2679,144661,2628,11,144601,10,0.004185692541856925,6.915581496670148e-05,0.004116536726890224,60.525532724505325
P_TO_PCVT,120,0.1,not_applicable,1,2022,3257,150904,3230,16,150871,14,0.004953560371517028,9.279450656521133e-05,0.004860765864951817,53.38204334365326
P_TO_PCVT,120,0.1,not_applicable,1,2023,4183,149271,4152,19,149233,12,0.004576107899807322,8.041116911138958e-05,0.004495696730695932,56.90885918432883
P_TO_PCVT,120,0.1,not_applicable,1,2024,2056,175454,2041,3,175438,10,0.0014698677119059284,5.700019380065892e-05,0.0014128675181052696,25.787065164135228
P_TO_PCVT,120,0.1,not_applicable,1,2025,3807,155513,3791,9,155498,5,0.002374043787918755,3.215475440198588e-05,0.0023418890335167694,73.83181218675811
P_TO_PCVT,120,0.1,not_applicable,1,2026,632,87499,629,0,86696,1,0.0,1.1534557534372982e-05,-1.1534557534372982e-05,0.0
P_TO_PCVT,120,0.1,not_applicable,3,2016,1187,31316,688,3,29919,3,0.00436046511627907,0.0001002707309736288,0.004260194385305441,43.486918604651166
P_TO_PCVT,120,0.1,not_applicable,3,2017,1865,112085,1793,7,111859,16,0.0039040713887339654,0.000143037216495767,0.0037610341722381984,27.294095092024538
